username;giorno;mese;anno;orario;retweets;favorites;text;operatore;label
FParolini;2016-02-12;2016-02;2016;10:46;0;1;@ VodafoneIT a dire il vero il mio è un DISAGIO da settimane causato da @ FASTWEBHelp @ FASTWEB e l'urgenza è la soluzione!;VODAFONE;D
marco_dandrea;2016-02-12;2016-02;2016;10:14;0;0;@ VodafoneIT Una sim da 60€/mese per lavoro,ancora non attiva dopo una settimana, possibile?chiedo # aiuto per sistemare # disservizio grazie!;VODAFONE;D
lorenzo1940;2016-02-12;2016-02;2016;09:44;0;0;@ VodafoneIT Buongiorno, vorrei bloccare la Segreteria , perché mi partono chiamate involontarie. Grazie 3337112513;VODAFONE;D
maria0780;2016-02-12;2016-02;2016;08:05;0;0;@ VodafoneIT mi arriva il messaggio di attivazione linea...io non voglio essere vostra cliente!!!io vi denuncio all'associazione dei consumat;VODAFONE;D
SpinaCesare83;2016-02-11;2016-02;2016;20:57;0;0;@ VodafoneIT ho contattato il 190 e hanno appurato che c'è un problema sulla linea, manderanno i tecnici. Grazie e una buona serata;VODAFONE;D
melardj;2016-02-11;2016-02;2016;20:53;0;0;@ VodafoneIT Linea non migliorabile per saturazione di utenze. Come sospettavo. Niente da ridire sull'assistenza, ma cambiamo provider.;VODAFONE;D
luter4ever;2016-02-11;2016-02;2016;20:33;0;0;@ VodafoneIT per favore PER VAFORE # perfavore la fate finita di chiamare all'ora in cui ceno? Cazzo!;VODAFONE;D
Antorallo;2016-02-11;2016-02;2016;20:16;0;0;@ VodafoneIT chiamare e convincere a migrare verso di voi raccontando frottole siete veloci,xrisolvere problemi che poi create,fate crepare;VODAFONE;D
GialioA;2016-02-11;2016-02;2016;18:51;0;0;@ VodafoneIT Salve, c'è un abbonamento internet linea fissa che non mi vincoli per due anni?;VODAFONE;D
arco_pir;2016-02-11;2016-02;2016;18:18;0;0;@ VodafoneIT Ho bisogno che un tecnico controlli la linea tramite speed test;VODAFONE;D
marcorisi87;2016-02-11;2016-02;2016;16:31;0;0;@ VodafoneIT Mi riferivo al badge in basso a sx: Spedizione gratuita per 7GB di Internet? Copia-Incolla frettoloso? (-:;VODAFONE;D
DinoChirico85;2016-02-11;2016-02;2016;15:27;0;0;@ VodafoneIT vorrei sapere quanto tempo passa e se si può fare qualcosa per lo sblocco visto il disagio che sto avendo.;VODAFONE;D
DinoChirico85;2016-02-11;2016-02;2016;15:22;0;0;@ VodafoneIT l'imei del mio telefono è stata bloccata dalla Vodafone perché la persona da cui ho acquistato ha avuto problemi nel pagare rate;VODAFONE;D
ShooterHatesYou;2016-02-11;2016-02;2016;13:24;0;28;@ VodafoneIT mi avete staccato internet anche se ho pagato, fatto tutto il procedimento dal 190, fate da bravi che è il mio compleanno;VODAFONE;D
iFrank0;2016-02-11;2016-02;2016;11:35;0;0;@ VodafoneIT non so se siano pubblicità aggressive o truffe, né mi interessa. C’è un modo per evitare certe chiamate?pic.twitter.com/3NaImVbUDP;VODAFONE;D
Rosy_Inn;2016-02-11;2016-02;2016;10:29;0;0;@ VodafoneIT Buondì vorrei sollecitare il guasto alla mia linea che ho dall'8/02, non è stata neanche ancora completata l'attivazione;VODAFONE;D
CiakyAAR;2016-02-11;2016-02;2016;09:47;0;0;@ VodafoneIT ho già fatto aprire una pratica di guasto da 36 ore, solo non capisco perché la chiavetta è off line. Che utilità ha?;VODAFONE;D
Vincenzo181080;2016-02-10;2016-02;2016;22:31;0;2;@ VodafoneIT siete grandi scusatemi ma io non sono abituato a questi regali come un giorno di internet gratis prima ero Tim... Grazie ancora;VODAFONE;D
CiakyAAR;2016-02-10;2016-02;2016;21:38;0;0;@ VodafoneIT un'intera giornata senza connessione, vodafone station praticamente morta senza luci e chiavetta inserita ma spenta. Perché?!;VODAFONE;D
Parisi85;2016-02-10;2016-02;2016;20:48;0;0;@ VodafoneIT la mia linea vodafone mi da prob ... Anche dal app mi dice che c'è un prob alla linea, che faccio?;VODAFONE;D
turnand92;2016-02-10;2016-02;2016;20:48;0;0;@ VodafoneIT ma l'iniziativa di Internet gratis il giorno di S. Valentino vale anche per i single? :P;VODAFONE;D
angeloandretta;2016-02-10;2016-02;2016;20:47;0;1;@ VodafoneIT è' incredibile che non si riesca a parlare con un vostro operatore! VODAFONE DOWN da 3 giorni! 800100195 inacessibile!!!;VODAFONE;D
Engage_Magazine;2016-02-10;2016-02;2016;15:30;0;2;@ VodafoneIT festeggia # SanValentino regalando un giorno di internet # powertokisses - http://www.engage.it/campagne/vodafone-san-valentino/58730#.VrtIhprSmUk …pic.twitter.com/Sx6DHDD6l9;VODAFONE;D
BizandTweet;2016-02-10;2016-02;2016;14:51;0;0;@ VodafoneIT regala un giorno di Internet a # SanValentino http://businessandtech.com/2016/02/10/vodafone-regala-un-giorno-di-internet-a-san-valentino/ …;VODAFONE;D
francescolisi97;2016-02-10;2016-02;2016;14:36;0;1;@ VodafoneIT: navigazione gratuita per i suoi clienti il giorno di # SanValentino! # android # androidiani # vodafone http://www.androidiani.com/news/vodafone-regala-2-gb-di-traffico-internet-il-prossimo-14-febbraio-278243 …;VODAFONE;D
pietmon67;2016-02-10;2016-02;2016;13:15;0;0;@ VodafoneIT già inviato DM con numero su cui non c'è linea. Il mio cellulare già lo avete e rientro dopo 14.;VODAFONE;D
ciano12865;2016-02-10;2016-02;2016;11:53;0;0;@ VodafoneIT Salve, la linea è 0118993186 intestata a mio zio, Misiti Salvatore codice cliente 1.39047222. Il mio numero 3472265803. Grazie;VODAFONE;D
costantonio11;2016-02-10;2016-02;2016;11:45;0;0;@ VodafoneIT ma a # SanValentino # internet sarà # gratis anche per me che sono # single?;VODAFONE;D
fra_cordella;2016-02-10;2016-02;2016;09:39;0;0;@ VodafoneIT Ho già parlato con voi, sostenete di non poter far nulla, io ho fatto ricorso all'AGCOM: ragazzi,occhio a Relax Super Internet!;VODAFONE;D
MonteleoneRocco;2016-02-10;2016-02;2016;06:55;0;0;@ VodafoneIT buongiorno, c'è qualche guasto nella mia zona? http://www.speedtest.net/my-result/i/1540924154 …;VODAFONE;D
DearClaux;2016-02-10;2016-02;2016;05:25;0;0;@ VodafoneIT ho richiesto la portabilità, la mia scheda tre si è disattivata ma se provo a chiamare il mio numero dice che è inesistente.;VODAFONE;D
marcoziero;2016-02-09;2016-02;2016;20:16;0;0;@ VodafoneIT vi ho scritto un DM. La Vodafone Station Revolution non va ed ho bisogno che controlliate la linea. Aiutatemi, per favore! :(;VODAFONE;D
melardj;2016-02-09;2016-02;2016;19:38;0;0;@ VodafoneIT Ovvio. Sono stati molto gentili. Il tecnico controllerà la linea e ci cambieranno la station di nuovo. Ma risolverà il problema?;VODAFONE;D
barabbba2000;2016-02-09;2016-02;2016;13:48;0;0;@ VodafoneIT siamo arrivati a 2 chiamate in meno di 24 ore. BASTA! Ora comincio a riagganciare. Buttate il mio numero di casa. Grazie;VODAFONE;D
Parisi85;2016-02-09;2016-02;2016;10:27;0;0;@ VodafoneIT ad oggi la mia linea casa non è attiva, aspetto da gg 4!;VODAFONE;D
valentinalupia;2016-02-08;2016-02;2016;20:25;0;0;@ VodafoneIT che percorso devo fare? La voce non mi parla di Sos Internet.;VODAFONE;D
valentinalupia;2016-02-08;2016-02;2016;19:59;0;0;@ VodafoneIT quale numero chiamare per attivare Sos Vodafone Internet 500? Grazie;VODAFONE;D
francescog19;2016-02-08;2016-02;2016;19:02;0;0;@ VodafoneIT linea teletu;VODAFONE;D
fedepipopae;2016-02-08;2016-02;2016;18:21;0;0;@ VodafoneIT Quindi le chiamate possono essere effettuate solo tra chi ha l'applicazione e ha uno smartphone che supporta il VoLTE?;VODAFONE;D
carlo111058;2016-02-08;2016-02;2016;17:56;0;0;@ VodafoneIT fatto ora prima di riavviarsi rosso internet e verde le altre 2;VODAFONE;D
trezero30;2016-02-08;2016-02;2016;17:02;0;0;@ VodafoneIT se volete mi chiamate voi risolvendomi il problema. Resto a vostra disposizione.;VODAFONE;D
meurichard;2016-02-08;2016-02;2016;15:35;0;0;"@ VodafoneIT ciao Vodafone! Come posso fare per segnalare la linea ""poco decente"" che c'è nel mio quartiere :(";VODAFONE;D
JustBorghe;2016-02-08;2016-02;2016;12:55;0;0;@ VodafoneIT blackberry curve 9360 brandizzato vodafone.Se inserisco sim Tim non posso chiamare o ricevere.niente sms.Il 190 non sa,voi?;VODAFONE;D
BarbaraMillucci;2016-02-08;2016-02;2016;12:19;0;0;@ VodafoneIT la rete fissa non è stata ancora ripristinata. Troppi disservizi cara # vodafone;VODAFONE;D
Matty89xD;2016-02-08;2016-02;2016;11:21;0;0;@ VodafoneIT Rete fissa, ma ho poi visto ieri che era un problema diffuso e avete risolto, grazie mille;VODAFONE;D
EMinchella;2016-02-08;2016-02;2016;10:37;0;0;@ VodafoneIT la possibilità di effettuare chiamate fino al 9 Febbraio;VODAFONE;D
AlessandroFuga;2016-02-08;2016-02;2016;10:20;0;0;@ VodafoneIT mi si è attivata smart passport senza aver chiamato scritto l usato internet, il roaming dati era disabilitato,ragione?;VODAFONE;D
giangio27;2016-02-08;2016-02;2016;10:00;0;0;@ VodafoneIT si sembra di sì, ma la passport è per chiamare e ricevere dall'estero, io voglio chiamare dall'Italia all'estero!!;VODAFONE;D
Barbara_Capasso;2016-02-08;2016-02;2016;09:21;0;0;@ VodafoneIT problemi sulla linea telefonica da poco installata richiedo assistenza in DM grazie;VODAFONE;D
chiadoviret;2016-02-07;2016-02;2016;22:07;0;0;@ VodafoneIT volevo segnalare il disservizio della mia linea ma non so come fare e da ore che non funziona;VODAFONE;D
mirkorizzetto;2016-02-07;2016-02;2016;21:59;0;0;@ VodafoneIT problema V. Station. Segnale di WIFI su dispositivi c'è ma non funziona! Cosa devo fare?;VODAFONE;D
Matty89xD;2016-02-07;2016-02;2016;21:16;0;0;@ VodafoneIT mi spiegate perché ho la linea a singhiozzo da tutto il giorno?;VODAFONE;D
fralibre;2016-02-07;2016-02;2016;17:14;0;0;@ VodafoneIT una promozione da 7gb diventa da 5 gb per un vostro errore e l'operatore fa cadere la linea...complimenti !Peggio di @ Tre_It;VODAFONE;D
AlessandraRaina;2016-02-07;2016-02;2016;10:50;0;0;@ VodafoneIT è possibile scaricare un nuovo drive per configurare di nuovo la connessione internet?;VODAFONE;D
EMinchella;2016-02-06;2016-02;2016;22:01;0;0;@ VodafoneIT @ EMinchella si avete chiamato decine di volte ma il risultato è sempre lo stesso a me avete creato un disagio e sottratto 5€;VODAFONE;D
PaoloFortelli;2016-02-06;2016-02;2016;19:13;0;0;@ VodafoneIT perché non posso sistematicamente chiamare con whatsapp/skype quando sono in 4G??? # unfuckinbelievable;VODAFONE;D
nupa130680;2016-02-06;2016-02;2016;16:29;0;0;@ VodafoneIT linea fissa 0.64mbit/s in download ho difficoltà a scaricare i PDF. Nemmeno la vecchia ISDN;VODAFONE;D
__Clodia;2016-02-06;2016-02;2016;15:10;0;1;@ VodafoneIT Forse non mi sono spiegato, ma io ho una SIM senza copertura, non possiedo nemmeno un numero provvisorio.;VODAFONE;D
BavaroRolando;2016-02-06;2016-02;2016;13:04;0;0;@ VodafoneIT ho un problema alla linea fissa, ho aperto una segnalazione, mi hanno contattato 3 tecnici (indisponenti) senza risolvere nulla;VODAFONE;D
VRubeis;2016-02-06;2016-02;2016;11:23;0;0;@ VodafoneIT -7 giorni senza internet,7 giorni di abbonamento Netflix,7 giorni di Sky online,7 giorni di buttati complimenti.Pessimo servizio;VODAFONE;D
VRubeis;2016-02-06;2016-02;2016;10:12;0;0;@ VodafoneIT ed oggi è il settimo giorno che mi lasciate senza linea telefonica! Complimenti, veramente un pessimo servizio!;VODAFONE;D
EMinchella;2016-02-05;2016-02;2016;20:54;0;0;@ VodafoneIT ora voi questo come lo chiamate? chi mi restituisce i 5€ pagati?;VODAFONE;D
oceanidiparole;2016-02-05;2016-02;2016;20:44;0;0;@ VodafoneIT sto avendo problemi con il Wi-Fi mobile e credo che sia necessario un reset ma non so come farlo, potete aiutarmi?;VODAFONE;D
BarbaraMillucci;2016-02-05;2016-02;2016;17:36;0;0;@ VodafoneIT Larete fissa non funziona in centro aRoma,operatori190 buttano giù il telefono o dicono che aprono segnalazioni e non lo fanno;VODAFONE;D
luigiirace;2016-02-05;2016-02;2016;15:50;0;0;"@ VodafoneIT tutto ok; entro le 11 circa avevo di nuovo il segnale. Tnx";VODAFONE;D
ToscoLigure;2016-02-05;2016-02;2016;14:40;0;0;@ VodafoneIT Salve avrei bisogno di vari chiarimenti sull'ultima bolletta e sulla linea. Potete aiutarmi?;VODAFONE;D
AntoCurc;2016-02-05;2016-02;2016;12:49;0;0;@ VodafoneIT salve il mio problema non è stato ancora risolto continuo a navigare a 2mb;VODAFONE;D
dwellington;2016-02-05;2016-02;2016;12:06;0;0;"@ VodafoneIT Ho perso la chiamata del tecnico; come faccio a ricontattarvi? Ho la linea fuori uso, navigo in 3G!";VODAFONE;D
MandriniG;2016-02-05;2016-02;2016;11:17;0;0;@ VodafoneIT da tre giorni il segnale sia assente del tutto;VODAFONE;D
RosyMennell;2016-02-05;2016-02;2016;09:44;0;0;@ VodafoneIT Lacco Ameno e l'isola d Ischia sono oggi senza una tacca di rete :(;VODAFONE;D
paolapaoletta88;2016-02-04;2016-02;2016;20:10;0;0;@ VodafoneIT ma stiamo scherzando ???? Io non ho neanche la vostra lineapic.twitter.com/rmDng9MquD;VODAFONE;D
Antosky87;2016-02-04;2016-02;2016;15:18;0;0;@ VodafoneIT non c'è nnt che mi interessa sul sito internet..voi niente potete proporre??;VODAFONE;D
EmanueleBGN;2016-02-04;2016-02;2016;14:46;0;0;@ VodafoneIT Col gioco online la connessione funziona.Nel Browser appare spesso quella schermata e non posso navigare. Niente app:ho WinPhone;VODAFONE;D
FabioZolaAsr;2016-02-04;2016-02;2016;11:59;0;1;@ VodafoneIT a nome del mio paese Galtellì vi segnalo un problema grave e cioè che spesso la rete funziona male..agite ci stiamo stuf..grazie;VODAFONE;D
puntog66;2016-02-04;2016-02;2016;11:04;0;0;@ VodafoneIT in un anno avrò segnalato il guasto della linea almeno 80 volte!! Vorrei disdirla ma sono obbligato a tenermela!!;VODAFONE;D
GianmicheleA;2016-02-03;2016-02;2016;16:49;0;0;@ VodafoneIT Frontalieri, problema con Tim: addebita 3E Roaming giornalmente anche se Roaming + 4G sono OFF su 2 iPhone. Vorrei passare a V;VODAFONE;D
fromvalley72;2016-02-03;2016-02;2016;16:04;0;0;@ VodafoneIT quando mi avete proposto l'offerta nn ere scritto da nessuna parte... con wifi 3G nn avevo nessun problema.;VODAFONE;D
DavidePecunia;2016-02-03;2016-02;2016;13:21;0;0;@ VodafoneIT ciao nella zona di Portovenere SP oggi non navigo in 4g ci sono problemi nella zona ?ho modificato la vspecial da 2giga a 4 gig;VODAFONE;D
enricogesuete;2016-02-03;2016-02;2016;10:39;0;0;@ VodafoneIT quando smetterete di chiamare sul mio numero fisso 3 volte al giorno nonostante non sia presente nell'elenco telefonico? # basta;VODAFONE;D
luca_capparelli;2016-02-03;2016-02;2016;10:12;0;0;@ VodafoneIT praticamente c'è un addebito di 10 euro per l'umts launch che doveva essere gratuito;VODAFONE;D
kr1ge;2016-02-02;2016-02;2016;20:40;0;0;@ VodafoneIT Disattivando una promozione sulla mia SIM ricevo l'errore: Non è possibile disattivare il prodotto. Ci scusiamo per il disagio;VODAFONE;D
alex_kidd85;2016-02-02;2016-02;2016;18:44;0;0;@ VodafoneIT Buonasera. La mia linea di casa ha avuto un drastico declino. Considerando che sono ancora ben lontano dai 6db di margine rumore;VODAFONE;D
BeppeBeppetti;2016-02-02;2016-02;2016;18:26;1;0;@ VodafoneIT @ Altroconsumo si ma un 80enne che usa il cell per chiamare e basta cosa volete che ne sappia?! # RubareCaramelleAiBambini;VODAFONE;D
Clement_96;2016-02-02;2016-02;2016;18:19;0;0;@ VodafoneIT Mi hanno riferito che è presente un guasto alla centrale di Brescia, per quando riscireste a risolvere il problema?;VODAFONE;D
domenico_puzone;2016-02-02;2016-02;2016;18:11;0;0;@ VodafoneIT Ho perso la sim come blocco? V: deve chiamare I: sono all'estero, senza tel V: mi disp @ TIM_Official @ WindItalia cheoffrite?;VODAFONE;D
TataPlum5;2016-02-02;2016-02;2016;15:43;0;0;@ VodafoneIT salve,ho un problema con la linea fissa,mi potete aiutare?;VODAFONE;D
TheFeliciHaus;2016-02-02;2016-02;2016;13:20;0;0;@ VodafoneIT merda. Tu e la tua linea internet. # vodafonemerda;VODAFONE;D
ciro_delsorbo;2016-02-02;2016-02;2016;13:10;0;0;@ VodafoneIT sarò 3 giorni in Francia. Cosa mi consigliate di fare per le chiamate e internet?;VODAFONE;D
_AnaVic93;2016-02-02;2016-02;2016;11:43;0;0;@ VodafoneIT chiamate con tutte le app disponibili tramite rete non funzionanti. Succede in qualunque posto io sia. Funziona solo sotto Wi-Fi;VODAFONE;D
_AnaVic93;2016-02-01;2016-02;2016;22:00;0;0;@ VodafoneIT é possibile che da circa una settimana la rete Vodafone non funzioni bene? All'improvviso ha smesso di funzionare correttamente;VODAFONE;D
CVerbitchi;2016-02-01;2016-02;2016;20:44;0;0;@ VodafoneIT Linea fissa.E si,avvevo fatto una richiesta d'attivazione,ma a quanto pare l'operatore si e dimenticato di attivare la richiesta;VODAFONE;D
massilanzi;2016-02-01;2016-02;2016;20:30;0;0;@ VodafoneIT Ho riavviato il telefono ma il problema persiste. Vi confermo anche che non riesco ad inviare SMS :-(;VODAFONE;D
FacciaDiBoe;2016-02-01;2016-02;2016;20:26;0;0;@ VodafoneIT Il mio abbonamento Relax è per tablet, quindi niente chiamate. Per questo mi serviva un ricontatto.;VODAFONE;D
marco_caccialin;2016-02-01;2016-02;2016;20:17;0;0;@ VodafoneIT certo ma per un'ora LTE non funzionava e neanche l'H+,comunque ora è ritornato alla normalità;VODAFONE;D
nocidicocco;2016-02-01;2016-02;2016;19:36;0;0;@ VodafoneIT si grazie. Non ho connessione internet da stamattina e la linea telefonica funziona su un solo apparecchio telefonico su due.;VODAFONE;D
gigipezzu;2016-02-01;2016-02;2016;19:10;0;0;@ VodafoneIT sbrigatevi a contattarmi. La copertura c'è e la mia disponibilità pure.;VODAFONE;D
omso92;2016-02-01;2016-02;2016;18:54;0;0;@ VodafoneIT la mia station è lentissima. C'è qualche disservizio a roma? Cosa posso fare?;VODAFONE;D
azua73;2016-02-01;2016-02;2016;18:50;0;0;@ VodafoneIT la copertura c'è!! Ma perde la connessione dati dopo una chiamata voce;VODAFONE;D
lucerruti;2016-02-01;2016-02;2016;18:39;0;0;@ VodafoneIT ho acquistato un Iphone6s sabato ma non ho ancora la linea posso solo navigare via wifi è normale?;VODAFONE;D
lucerruti;2016-02-01;2016-02;2016;18:31;0;0;@ VodafoneIT ho acquistato sabato pomeriggio un iPhone 6s ho la microsim ma non posso chiamare navigo solo Wi-Fi help;VODAFONE;D
GSchember;2016-02-01;2016-02;2016;17:01;0;0;@ VodafoneIT Internet 1 anno 4G, si tratta del rinnovo a 129€;VODAFONE;D
FlavioCacace75;2016-02-01;2016-02;2016;16:40;0;0;@ VodafoneIT ci sono problemi noti con il 4g oggi a Roma?;VODAFONE;D
kurtzino;2016-02-01;2016-02;2016;16:18;0;0;@ VodafoneIT l'ho sottoscritto tramite telefono con un vs. operatore. e si faccio riferimento a una linea fissa;VODAFONE;D
LauraFujiko;2016-02-01;2016-02;2016;15:21;0;0;@ VodafoneIT salve, avrei bisognoDi assistenza per MobileWiFi, ma non posso registrarmi sulSito x problemi con il numero, potete contattarmi?;VODAFONE;D
luisarizzitelli;2016-02-01;2016-02;2016;14:42;0;0;@ VodafoneIT Sono in attesa di vostra chiamata per I Phone! Quando mi chiamate? Ho fretttttaaaaaa!;VODAFONE;D
KiwyhKiwy;2016-02-01;2016-02;2016;13:44;0;0;@ VodafoneIT vorrei informazioni in merito alla linea dati per privati.... grazie;VODAFONE;D
kurtzino;2016-02-01;2016-02;2016;13:23;0;0;@ VodafoneIT in quanto tempo, avendo fatto richiesta online di rescissione di una linea non ancora attiva, sarò contattato da vs. operatori?;VODAFONE;D
Prishina;2016-02-01;2016-02;2016;13:11;0;0;@ VodafoneIT buongiorno sto avendo diversi problemi con la connessione internet casa e con l'accesso al my190, potreste aiutarmi?Grazie mille;VODAFONE;D
Alessag69;2016-02-01;2016-02;2016;11:53;0;0;@ VodafoneIT Posso scrivere qui per un problema con il mio MoileWifi? ho letto così sui forum Vodafone...;VODAFONE;D
alltechhobbies;2016-02-01;2016-02;2016;11:37;0;0;@ VodafoneIT non c'è copertura 20mega nella mia zona! Grazie;VODAFONE;D
EdoardoTrullo;2016-02-01;2016-02;2016;11:16;0;0;@ VodafoneIT salve, non ho la possibilità di chiamare il 42995 per sapere a che punto è la mia richiesta di portabilità. Potete aiutarmi? :);VODAFONE;D
thegreatfra;2016-02-01;2016-02;2016;11:07;0;0;@ VodafoneIT Buongiorno, nella provincia di Potenza persistono ancora disservizi della rete fissa oppure è una problema della mia rete?;VODAFONE;D
PD_Mattia;2016-02-01;2016-02;2016;10:45;0;0;@ VodafoneIT potete potenziare il 3g a Vaprio d'Adda? In piazza Cavour il 3g è assente, e si naviga a malepena con la connessione a edge!;VODAFONE;D
mar91e;2016-02-01;2016-02;2016;09:30;0;0;@ VodafoneIT Un weekend difficilissimo e nel momento di relax manca wifi e si scompone connessione internet con lo smart TV. Grazie xrisposta;VODAFONE;D
azua73;2016-01-31;2016-01;2016;12:08;0;0;@ VodafoneIT la vostra rete 4g non funziona sul mio LG G3. Gli altri operatori si!Male molto male!!non dovevo cambiare operatore....;VODAFONE;D
VRubeis;2016-01-31;2016-01;2016;01:30;0;0;@ VodafoneIT sono 24h che sono senza Internet a casa, è la seconda volta che nel weekend rimango senza internet fino al Lunedi # badservice;VODAFONE;D
albyery;2016-01-30;2016-01;2016;16:52;0;0;@ VodafoneIT 140,00€ per disattivare la linea.. Mai più con voi....;VODAFONE;D
mecmao17;2016-01-30;2016-01;2016;16:48;0;0;@ VodafoneIT 100 mb di internet? Scusami ma che ci faccio con 100mb, dammi almeno 1 gb....visto che sono vodafone da 30 anni!;VODAFONE;D
cegiulia;2016-01-30;2016-01;2016;15:28;0;0;@ VodafoneIT 190 dice che è un problema alla vostra rete esterna alla mia abitazione. Quanto ci vuole per risolvere?;VODAFONE;D
eliseomartelli;2016-01-29;2016-01;2016;15:29;0;0;"@ VodafoneIT Salve! Ho fatto il passaggio a Vodafone su linea fissa. La pratica segna ""In Attivazione"". Quanto tempo manca all'attivazione?";VODAFONE;D
Tryvia;2016-01-29;2016-01;2016;14:49;0;0;@ VodafoneIT E' possibile verificare lo stato della mia linea? Sono giorni che ho servizi online bloccati e test di traceroute denotano probl;VODAFONE;D
marzackk;2016-01-29;2016-01;2016;13:56;0;0;@ VodafoneIT quindi appena non ho più segnale con Tim inserisco la Sim Vodafone?;VODAFONE;D
LaurettaRinauro;2016-01-29;2016-01;2016;09:50;0;0;@ VodafoneIT si. Appena disattivo il telefono resta senza linea. Devo spegnere e ti accendere;VODAFONE;D
LaurettaRinauro;2016-01-28;2016-01;2016;22:10;0;0;"@ VodafoneIT Ho un iPhone 6s Plus con special 1000; se passo da Wi-Fi alla linea Vodafone questa non compare più";VODAFONE;D
NickyNicky27;2016-01-28;2016-01;2016;21:36;0;0;@ VodafoneIT Avevo già scritto per dire che la Vs linea a casa mia non prendeva più quasi in nessuna stanza .. vedo che non avete sistemato!!;VODAFONE;D
padanianb;2016-01-28;2016-01;2016;17:21;0;0;@ VodafoneIT non riesco ad accedere alla mail di teletu da internet ci sono problemi? non funziona http://webmail.teletu.it;VODAFONE;D
aaljce_;2016-01-28;2016-01;2016;14:44;0;0;@ VodafoneIT Special 1000 4G. 1000 messaggi,1000 minuti,4 Giga di internet.;VODAFONE;D
aaljce_;2016-01-28;2016-01;2016;14:25;0;0;@ VodafoneIT si,ho vodafone 4G 4g di internet 4G al mese;VODAFONE;D
dscanferla;2016-01-28;2016-01;2016;14:01;0;0;@ VodafoneIT ok, ma tornando alla domanda principale, perché tutte queste chiamate? 4 solo stamattina;VODAFONE;D
dscanferla;2016-01-28;2016-01;2016;13:39;0;0;@ VodafoneIT salve, continuo a ricevere vs chiamate, 4 oggi. Non potevo rispondere. C'è qualcosa che non va?;VODAFONE;D
MatteoCorreani;2016-01-28;2016-01;2016;13:37;0;0;@ VodafoneIT tratta scoperta da internet Velletri - Roma Termini.;VODAFONE;D
Juventusfc36;2016-01-28;2016-01;2016;11:24;0;0;@ VodafoneIT si dato che ho un problema con la rete mi esce questo simbolo e volevo mandarlo in assistenza ma mi hanno detto vedi prima imei;VODAFONE;D
llau91;2016-01-28;2016-01;2016;11:01;0;0;@ VodafoneIT vorrei che risolveste la questione in quanto vostra responsabilità contrattuale fornire linea, nostra fornire il pagamento;VODAFONE;D
giangio27;2016-01-28;2016-01;2016;10:25;0;0;@ VodafoneIT si sì oltre ad avere 4/5 schede mobili attive ho anche una linea fissa!!! Volevo avere delle info sul mio contratto;VODAFONE;D
giangio27;2016-01-28;2016-01;2016;10:07;0;0;@ VodafoneIT ciao ragazzi, scusate il disturbo per chiedere info sulla mia linea fissa come posso fare?;VODAFONE;D
Tryvia;2016-01-28;2016-01;2016;09:56;0;0;@ VodafoneIT Navigo bene ma non posso connettermi al gioco online World of Warcraft a causa di disconnessioni continui, potete risolvere?;VODAFONE;D
oniizip10;2016-01-28;2016-01;2016;09:00;0;0;@ VodafoneIT ho problemi con la passport, non riesco a chiamare dall'estero;VODAFONE;D
Tryvia;2016-01-28;2016-01;2016;00:05;0;0;@ VodafoneIT Sono due giorni che sto avendo problemi di connessione con World of Warcraft. è possibile giocare in santa pace?;VODAFONE;D
damianoboscaro;2016-01-27;2016-01;2016;21:47;0;0;@ VodafoneIT sono passato da un iPhone 5s ad un 6s plus ...la stessa sim che andava benissimo ora come segnale è pessimo e spesso in Edge?;VODAFONE;D
indico83;2016-01-27;2016-01;2016;19:44;0;0;@ VodafoneIT Devo cambiare l'appuntamento di domani per attivare la linea fissa. Non ho nessun numero fisso né codice pratica! Help;VODAFONE;D
al_mangione;2016-01-27;2016-01;2016;18:54;0;0;@ VodafoneIT perché non rendete gratuita la fruizione di internet tramite Tethering/Hotspot? Chiedo troppo?;VODAFONE;D
EmergencyTwit;2016-01-27;2016-01;2016;18:33;0;0;@ VodafoneIT qualcuno risponde alla chat o al servizio clienti? Sono in attesa da ore perchè non riesco più a telefonare con la mia sim!!;VODAFONE;D
FrancoPalandra;2016-01-27;2016-01;2016;17:42;0;0;@ VodafoneIT ho bisogno di assistenza per accedere sulla app vodafone business chiamatemi graxie;VODAFONE;D
Gtanick;2016-01-27;2016-01;2016;16:39;0;0;@ VodafoneIT Salve, sto avendo problemi con la connessione fissa da una settimana, che posso fare? La station non si aggancia alla rete;VODAFONE;D
GiuliaRego;2016-01-27;2016-01;2016;14:25;0;0;@ VodafoneIT Salve, da ieri sul mio cellulare non funziona la connessione dati (nonostante sia attiva). Cosa posso fare? Grazie;VODAFONE;D
sunsetbay83;2016-01-27;2016-01;2016;14:17;0;0;@ VodafoneIT grazie, lo faró. Nel frattempo, posso attivare Vodafone Exclusive sulla mia sim DATI con Internet 1 Anno (69€) per avere 4G?;VODAFONE;D
italosantoni;2016-01-27;2016-01;2016;14:17;0;0;@ VodafoneIT si tratta di un piano internet un anno;VODAFONE;D
mikitonio996;2016-01-27;2016-01;2016;13:45;0;0;@ VodafoneIT Oggi è venuto il tecnico telecom e ha detto che la linea non si può attivare. Come devo fare per risolvere il contratto? Grazie;VODAFONE;D
cmader90;2016-01-27;2016-01;2016;11:13;0;0;@ VodafoneIT salve ho fatto un trasloco di linea ma mi è stato conteggiato come disattivazione.Ora la fattura richiesta è di 240€. Che fare?;VODAFONE;D
